學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,年份
3,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,D 日,M 碩士,51,109
3,國立臺灣大學,09141143,醫療器材與醫學影像研究所,D 日,M 碩士,14,109
3,國立臺灣大學,09151132,物理治療學系,D 日,M 碩士,38,109
3,國立臺灣大學,09152133,職能治療學系,D 日,M 碩士,26,109
3,國立臺灣大學,09161129,藥學系,D 日,M 碩士,56,109
3,國立臺灣大學,09161131,臨床藥學研究所,D 日,M 碩士,16,109
3,國立臺灣大學,09191122,公共衛生碩士學位學程,D 日,M 碩士,82,109
3,國立臺灣大學,09191126,流行病學與預防醫學研究所,D 日,M 碩士,86,109
3,國立臺灣大學,09191126,流行病學與預防醫學研究所,N 職,M 碩士,18,109
3,國立臺灣大學,09191127,健康政策與管理研究所,D 日,M 碩士,63,109
3,國立臺灣大學,09191127,健康政策與管理研究所高階經營碩士在職專班,N 職,M 碩士,39,109
3,國立臺灣大學,09191128,健康行為與社區科學研究所,D 日,M 碩士,36,109
3,國立臺灣大學,09191157,食品安全與健康研究所,D 日,M 碩士,35,109
3,國立臺灣大學,09191162,環境與職業健康科學研究所,D 日,M 碩士,85,109
3,國立臺灣大學,09191163,全球衛生碩士學位學程,D 日,M 碩士,28,109
3,國立臺灣大學,09199141,毒理學研究所,D 日,M 碩士,25,109
3,國立臺灣大學,09199159,國際三校農業生技與健康醫療碩士學位學程,D 日,M 碩士,10,109
3,國立臺灣大學,09231144,社會工作學系,D 日,M 碩士,61,109
3,國立臺灣大學,10152145,運動設施與健康管理碩士學位學程,D 日,M 碩士,47,109
4,國立臺灣師範大學,01111001,教育學系,D 日,M 碩士,70,109
4,國立臺灣師範大學,01111001,教育學系碩士在職專班,N 職,M 碩士,122,109
4,國立臺灣師範大學,01113018,特殊教育學系,D 日,M 碩士,73,109
4,國立臺灣師範大學,01113018,特殊教育學系,N 職,M 碩士,80,109
4,國立臺灣師範大學,01114019,教育政策與行政研究所,D 日,M 碩士,51,109
4,國立臺灣師範大學,01115002,課程與教學研究所,D 日,M 碩士,50,109
4,國立臺灣師範大學,01115006,科學教育研究所,D 日,M 碩士,75,109
4,國立臺灣師範大學,01116014,資訊教育研究所,D 日,M 碩士,56,109
4,國立臺灣師範大學,01118010,工業教育學系,D 日,M 碩士,96,109
4,國立臺灣師範大學,01131004,公民教育與活動領導學系,D 日,M 碩士,82,109
4,國立臺灣師範大學,01131004,公民教育與活動領導學系碩士在職專班,N 職,M 碩士,81,109
4,國立臺灣師範大學,01131009,社會教育學系,D 日,M 碩士,76,109
4,國立臺灣師範大學,01131009,社會教育學系社會教育與文化行政碩士在職專班,N 職,M 碩士,55,109
4,國立臺灣師範大學,01131017,健康促進與衛生教育學系,D 日,M 碩士,56,109
4,國立臺灣師範大學,01141007,人類發展與家庭學系,D 日,M 碩士,77,109
4,國立臺灣師範大學,01141007,人類發展與家庭學系幼兒教育碩士在職專班,N 職,M 碩士,4,109
4,國立臺灣師範大學,01141010,工業教育學系碩士在職專班,N 職,M 碩士,84,109
4,國立臺灣師範大學,01141013,環境教育研究所,D 日,M 碩士,65,109
4,國立臺灣師範大學,01141015,體育學系,D 日,M 碩士,153,109
4,國立臺灣師範大學,01141015,體育學系碩士在職專班,N 職,M 碩士,57,109
4,國立臺灣師範大學,01141017,健康促進與衛生教育學系碩士在職專班,N 職,M 碩士,103,109
4,國立臺灣師範大學,01199021,教育學院創造力發展碩士在職專班,N 職,M 碩士,102,109
4,國立臺灣師範大學,01199022,科技應用與人力資源發展學系,D 日,M 碩士,80,109
4,國立臺灣師範大學,01199022,科技應用與人力資源發展學系人力資源發展碩士在職專班,N 職,M 碩士,79,109
4,國立臺灣師範大學,02112037,設計學系,D 日,M 碩士,77,109
4,國立臺灣師範大學,02112037,設計學系設計創作碩士在職專班,N 職,M 碩士,90,109
4,國立臺灣師範大學,02131023,美術學系,D 日,M 碩士,125,109
4,國立臺灣師範大學,02131023,美術學系碩士在職專班,N 職,M 碩士,155,109
4,國立臺灣師範大學,02151024,音樂學系,D 日,M 碩士,132,109
4,國立臺灣師範大學,02151024,音樂學系,N 職,M 碩士,179,109
4,國立臺灣師範大學,02151025,民族音樂研究所,D 日,M 碩士,57,109
4,國立臺灣師範大學,02152027,表演藝術研究所,D 日,M 碩士,84,109
4,國立臺灣師範大學,02191026,藝術史研究所,D 日,M 碩士,45,109
4,國立臺灣師範大學,02199C01,流行音樂產業碩士專班,D 日,M 碩士,-,109
4,國立臺灣師範大學,02221035,歷史學系,D 日,M 碩士,103,109
4,國立臺灣師範大學,02221035,歷史學系歷史教學碩士在職專班,N 職,M 碩士,3,109
4,國立臺灣師範大學,02221036,臺灣史研究所,D 日,M 碩士,54,109
4,國立臺灣師範大學,02299045,歐洲文化與觀光研究所,D 日,M 碩士,43,109
4,國立臺灣師範大學,02311033,英語學系,D 日,M 碩士,162,109
4,國立臺灣師範大學,02311033,英語學系英語教學碩士在職專班,N 職,M 碩士,54,109
4,國立臺灣師範大學,02312034,翻譯研究所,D 日,M 碩士,90,109
4,國立臺灣師範大學,02312034,翻譯研究所軍事口譯碩士在職專班,N 職,M 碩士,8,109
4,國立臺灣師範大學,02313005,華語文教學系,D 日,M 碩士,200,109
4,國立臺灣師範大學,02313005,華語文教學系碩士在職專班,N 職,M 碩士,79,109
4,國立臺灣師範大學,02321028,臺灣語文學系,D 日,M 碩士,55,109
4,國立臺灣師範大學,02322029,國文學系,D 日,M 碩士,103,109
4,國立臺灣師範大學,02322029,國文學系,N 職,M 碩士,105,109
4,國立臺灣師範大學,03121039,政治學研究所,D 日,M 碩士,1,109
4,國立臺灣師範大學,03131003,教育心理與輔導學系,D 日,M 碩士,115,109
4,國立臺灣師範大學,03131003,教育心理與輔導學系,N 職,M 碩士,90,109
