學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
113,0001,國立政治大學,02399018,語言學研究所,D 日,D 博士,8,0,0,30 臺北市,1 一般
113,0001,國立政治大學,02399018,語言學研究所,D 日,M 碩士,36,7,9,30 臺北市,1 一般
113,0001,國立政治大學,02399Y16,外國語文學院,D 日,,0,1,0,30 臺北市,1 一般
113,0001,國立政治大學,03111024,經濟學系,D 日,D 博士,6,0,1,30 臺北市,1 一般
113,0001,國立政治大學,03111024,經濟學系,D 日,M 碩士,102,0,42,30 臺北市,1 一般
113,0001,國立政治大學,03111024,經濟學系,D 日,B 學士,395,19,91,30 臺北市,1 一般
113,0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,D 日,M 碩士,40,1,15,30 臺北市,1 一般
113,0001,國立政治大學,03121026,政治學系,D 日,D 博士,16,0,2,30 臺北市,1 一般
113,0001,國立政治大學,03121026,政治學系,D 日,M 碩士,60,0,18,30 臺北市,1 一般
113,0001,國立政治大學,03121026,政治學系,D 日,B 學士,236,15,43,30 臺北市,1 一般
113,0001,國立政治大學,03121029,國際事務學院國家安全與大陸研究碩士在職專班,N 職,M 碩士,69,0,20,30 臺北市,1 一般
113,0001,國立政治大學,03122045,外交學系,D 日,D 博士,7,0,1,30 臺北市,1 一般
113,0001,國立政治大學,03122045,外交學系,D 日,M 碩士,81,0,13,30 臺北市,1 一般
113,0001,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,N 職,M 碩士,95,0,5,30 臺北市,1 一般
113,0001,國立政治大學,03122045,外交學系,D 日,B 學士,270,7,53,30 臺北市,1 一般
113,0001,國立政治大學,03122046,國際研究英語碩士學位學程,D 日,M 碩士,56,0,17,30 臺北市,1 一般
113,0001,國立政治大學,03122Y18,國際事務學院,D 日,,0,19,0,30 臺北市,1 一般
113,0001,國立政治大學,03131032,心理學系,D 日,D 博士,13,0,1,30 臺北市,1 一般
113,0001,國立政治大學,03131032,心理學系,D 日,M 碩士,98,0,20,30 臺北市,1 一般
113,0001,國立政治大學,03131032,心理學系,D 日,B 學士,224,16,44,30 臺北市,1 一般
113,0001,國立政治大學,03131033,輔導與諮商碩士學位學程,D 日,M 碩士,50,0,13,30 臺北市,1 一般
113,0001,國立政治大學,03141030,社會學系,D 日,D 博士,11,0,0,30 臺北市,1 一般
113,0001,國立政治大學,03141030,社會學系,D 日,M 碩士,63,0,14,30 臺北市,1 一般
113,0001,國立政治大學,03141030,社會學系,D 日,B 學士,179,13,52,30 臺北市,1 一般
113,0001,國立政治大學,03143023,中東與中亞研究碩士學位學程,D 日,M 碩士,14,0,1,30 臺北市,1 一般
113,0001,國立政治大學,03143028,東亞研究所,D 日,D 博士,36,0,7,30 臺北市,1 一般
113,0001,國立政治大學,03143028,東亞研究所,D 日,M 碩士,64,1,19,30 臺北市,1 一般
113,0001,國立政治大學,03143036,日本研究博士學位學程,D 日,D 博士,10,0,0,30 臺北市,1 一般
113,0001,國立政治大學,03143036,日本研究碩士學位學程,D 日,M 碩士,33,0,11,30 臺北市,1 一般
113,0001,國立政治大學,03143038,俄羅斯研究所,D 日,M 碩士,26,4,4,30 臺北市,1 一般
113,0001,國立政治大學,03143040,亞太研究英語博士學位學程,D 日,D 博士,79,0,11,30 臺北市,1 一般
113,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,D 日,M 碩士,85,2,36,30 臺北市,1 一般
113,0001,國立政治大學,03143043,地政學系,D 日,D 博士,16,0,2,30 臺北市,1 一般
113,0001,國立政治大學,03143043,地政學系,D 日,M 碩士,68,0,29,30 臺北市,1 一般
113,0001,國立政治大學,03143043,地政學系,N 職,M 碩士,93,0,17,30 臺北市,1 一般
113,0001,國立政治大學,03143043,地政學系,D 日,B 學士,512,20,90,30 臺北市,1 一般
113,0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,D 日,M 碩士,35,1,7,30 臺北市,1 一般
113,0001,國立政治大學,03191047,國家發展研究所,D 日,D 博士,39,0,6,30 臺北市,1 一般
113,0001,國立政治大學,03191047,國家發展研究所,D 日,M 碩士,63,7,17,30 臺北市,1 一般
113,0001,國立政治大學,03199048,勞工研究所,D 日,M 碩士,58,5,16,30 臺北市,1 一般
113,0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,D 日,M 碩士,216,0,63,30 臺北市,1 一般
113,0001,國立政治大學,03211050,國際傳播英語碩士學位學程,D 日,M 碩士,59,0,22,30 臺北市,1 一般
113,0001,國立政治大學,03211056,傳播學院博士班,D 日,D 博士,50,0,5,30 臺北市,1 一般
113,0001,國立政治大學,03211056,傳播學院碩士在職專班,N 職,M 碩士,98,0,14,30 臺北市,1 一般
113,0001,國立政治大學,03211056,傳播學院大一大二不分系,D 日,B 學士,414,0,0,30 臺北市,1 一般
113,0001,國立政治大學,03213052,廣播電視學系,D 日,B 學士,212,5,80,30 臺北市,1 一般
113,0001,國立政治大學,03214051,新聞學系,D 日,B 學士,92,5,39,30 臺北市,1 一般
113,0001,國立政治大學,03214093,全球傳播與創新科技碩士學位學程,D 日,M 碩士,87,1,14,30 臺北市,1 一般
113,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,D 博士,13,0,1,30 臺北市,1 一般
113,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,M 碩士,69,7,18,30 臺北市,1 一般
113,0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,N 職,M 碩士,66,0,25,30 臺北市,1 一般
113,0001,國立政治大學,03299Y22,傳播學院,D 日,,0,29,0,30 臺北市,1 一般
113,0001,國立政治大學,04111059,會計學系,D 日,D 博士,5,0,0,30 臺北市,1 一般
113,0001,國立政治大學,04111059,會計學系,D 日,M 碩士,138,0,53,30 臺北市,1 一般
113,0001,國立政治大學,04111059,會計學系,D 日,B 學士,375,17,101,30 臺北市,1 一般
113,0001,國立政治大學,04121065,財務管理學系,D 日,D 博士,13,0,1,30 臺北市,1 一般
113,0001,國立政治大學,04121065,財務管理學系,D 日,M 碩士,91,0,36,30 臺北市,1 一般
113,0001,國立政治大學,04121065,財務管理學系,D 日,B 學士,209,14,48,30 臺北市,1 一般
113,0001,國立政治大學,04121068,金融學系,D 日,D 博士,21,0,4,30 臺北市,1 一般
113,0001,國立政治大學,04121068,金融學系,D 日,M 碩士,78,0,30,30 臺北市,1 一般
113,0001,國立政治大學,04121068,金融學系,D 日,B 學士,255,9,59,30 臺北市,1 一般
113,0001,國立政治大學,04121097,國際金融碩士學位學程,D 日,M 碩士,239,0,46,30 臺北市,1 一般
113,0001,國立政治大學,04121X44,國際金融學院,D 日,,0,1,0,30 臺北市,1 一般
113,0001,國立政治大學,04122070,財政學系,D 日,D 博士,4,0,0,30 臺北市,1 一般
113,0001,國立政治大學,04122070,財政學系,D 日,M 碩士,74,0,28,30 臺北市,1 一般
113,0001,國立政治大學,04122070,財政學系,D 日,B 學士,384,18,85,30 臺北市,1 一般
113,0001,國立政治大學,04123069,風險管理與保險學系,D 日,D 博士,13,0,1,30 臺北市,1 一般
113,0001,國立政治大學,04123069,風險管理與保險學系,D 日,M 碩士,80,0,28,30 臺北市,1 一般
113,0001,國立政治大學,04123069,風險管理與保險學系,D 日,B 學士,231,14,47,30 臺北市,1 一般
113,0001,國立政治大學,04131060,企業管理學系,D 日,D 博士,50,0,5,30 臺北市,1 一般
113,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),D 日,M 碩士,248,0,104,30 臺北市,1 一般
113,0001,國立政治大學,04131060,企業管理學系,D 日,B 學士,431,22,111,30 臺北市,1 一般
113,0001,國立政治大學,04131062,經營管理碩士學程,N 職,M 碩士,548,0,237,30 臺北市,1 一般
113,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,D 日,M 碩士,122,0,53,30 臺北市,1 一般
113,0001,國立政治大學,04131091,創新國際學院學士班,D 日,B 學士,183,7,17,30 臺北市,1 一般
113,0001,國立政治大學,04134041,公共行政學系,D 日,D 博士,17,0,5,30 臺北市,1 一般
113,0001,國立政治大學,04134041,公共行政學系,D 日,M 碩士,91,0,22,30 臺北市,1 一般
113,0001,國立政治大學,04134041,公共行政學系,D 日,B 學士,185,14,31,30 臺北市,1 一般
113,0001,國立政治大學,04134042,行政管理碩士學程,N 職,M 碩士,354,0,111,30 臺北市,1 一般
113,0001,國立政治大學,04141067,國際經營與貿易學系,D 日,D 博士,8,0,1,30 臺北市,1 一般
113,0001,國立政治大學,04141067,國際經營與貿易學系,D 日,M 碩士,124,0,46,30 臺北市,1 一般
113,0001,國立政治大學,04141067,國際經營與貿易學系,D 日,B 學士,380,23,99,30 臺北市,1 一般
113,0001,國立政治大學,04143055,廣告學系,D 日,B 學士,234,6,91,30 臺北市,1 一般
113,0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,D 博士,29,0,6,30 臺北市,1 一般
113,0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,M 碩士,136,10,64,30 臺北市,1 一般
113,0001,國立政治大學,04199Y27,商學院,D 日,,0,3,0,30 臺北市,1 一般
113,0001,國立政治大學,04211073,法律學系,D 日,B 學士,742,20,185,30 臺北市,1 一般
113,0001,國立政治大學,04211074,法律科際整合研究所,D 日,M 碩士,96,3,21,30 臺北市,1 一般
113,0001,國立政治大學,04211075,法學院碩士在職專班,N 職,M 碩士,267,0,41,30 臺北市,1 一般
113,0001,國立政治大學,04212073,法律學系,D 日,D 博士,44,0,3,30 臺北市,1 一般
113,0001,國立政治大學,04212073,法律學系,D 日,M 碩士,241,0,39,30 臺北市,1 一般
113,0001,國立政治大學,04299Y34,法學院,D 日,,0,18,0,30 臺北市,1 一般
113,0001,國立政治大學,05199083,神經科學研究所,D 日,M 碩士,2,4,0,30 臺北市,1 一般
113,0001,國立政治大學,05331077,應用物理研究所,D 日,M 碩士,27,5,3,30 臺北市,1 一般
113,0001,國立政治大學,05411078,應用數學系,D 日,D 博士,8,0,1,30 臺北市,1 一般
113,0001,國立政治大學,05411078,應用數學系,D 日,M 碩士,48,0,11,30 臺北市,1 一般
113,0001,國立政治大學,05411078,應用數學系,D 日,B 學士,189,13,43,30 臺北市,1 一般
113,0001,國立政治大學,05421079,統計學系,D 日,D 博士,6,0,1,30 臺北市,1 一般
113,0001,國立政治大學,05421079,統計學系,D 日,M 碩士,61,0,34,30 臺北市,1 一般
113,0001,國立政治大學,05421079,統計學系,D 日,B 學士,234,16,57,30 臺北市,1 一般
113,0001,國立政治大學,06131080,資訊管理學系,D 日,D 博士,35,0,4,30 臺北市,1 一般
113,0001,國立政治大學,06131080,資訊管理學系,D 日,M 碩士,110,0,48,30 臺北市,1 一般
113,0001,國立政治大學,06131080,資訊管理學系,D 日,B 學士,345,18,83,30 臺北市,1 一般
113,0001,國立政治大學,06131081,資訊科學系,D 日,D 博士,11,0,1,30 臺北市,1 一般
113,0001,國立政治大學,06131081,資訊科學系,D 日,M 碩士,143,0,64,30 臺北市,1 一般
113,0001,國立政治大學,06131081,資訊科學系,N 職,M 碩士,93,1,22,30 臺北市,1 一般
113,0001,國立政治大學,06131081,資訊科學系,D 日,B 學士,231,18,51,30 臺北市,1 一般
113,0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,13,0,1,30 臺北市,1 一般
113,0001,國立政治大學,06131094,人工智慧應用學士學位學程,D 日,,0,1,0,30 臺北市,1 一般
113,0001,國立政治大學,06131095,資訊安全碩士學位學程,D 日,M 碩士,24,0,0,30 臺北市,1 一般
113,0001,國立政治大學,06134057,數位內容碩士學位學程,D 日,M 碩士,55,0,11,30 臺北市,1 一般
113,0001,國立政治大學,09231084,社會工作研究所,D 日,D 博士,21,0,1,30 臺北市,1 一般
113,0001,國立政治大學,09231084,社會工作研究所,D 日,M 碩士,60,7,19,30 臺北市,1 一般
113,0001,國立政治大學,10152096,運動產業與文化學士學位學程,D 日,,0,1,0,30 臺北市,1 一般
113,0001,國立政治大學,99999Z02,計算機中心,D 日,,0,1,0,30 臺北市,1 一般
113,0001,國立政治大學,99999Z03,軍訓教官,D 日,,0,1,0,30 臺北市,1 一般
113,0001,國立政治大學,99999Z05,師資培育中心,D 日,,0,4,0,30 臺北市,1 一般
113,0001,國立政治大學,99999Z07,體育室,D 日,,0,16,0,30 臺北市,1 一般
113,0001,國立政治大學,99999Z08,語言中心,D 日,,0,21,0,30 臺北市,1 一般
113,0001,國立政治大學,99999Z99,其他(包括行政助教),D 日,,0,5,0,30 臺北市,1 一般
113,0002,國立清華大學,01111084,教育與學習科技學系,D 日,D 博士,73,0,3,18 新竹市,1 一般
113,0002,國立清華大學,01111084,教育與學習科技學系,D 日,M 碩士,126,0,19,18 新竹市,1 一般
113,0002,國立清華大學,01111084,教育與學習科技學系,N 職,M 碩士,196,0,50,18 新竹市,1 一般
113,0002,國立清華大學,01111084,教育與學習科技學系,D 日,B 學士,181,16,38,18 新竹市,1 一般
113,0002,國立清華大學,01111112,竹師教育學院學士班,D 日,B 學士,152,2,20,18 新竹市,1 一般
113,0002,國立清華大學,01113095,特殊教育學系,D 日,M 碩士,50,0,14,18 新竹市,1 一般
113,0002,國立清華大學,01113095,特殊教育學系,D 日,B 學士,162,11,31,18 新竹市,1 一般
113,0002,國立清華大學,01113110,學前特殊教育碩士在職學位學程,N 職,M 碩士,3,0,3,18 新竹市,1 一般
113,0002,國立清華大學,01115124,華德福教育碩士在職學位學程,N 職,M 碩士,24,0,5,18 新竹市,1 一般
113,0002,國立清華大學,01121091,幼兒教育學系,D 日,M 碩士,62,0,11,18 新竹市,1 一般
113,0002,國立清華大學,01121091,幼兒教育學系,N 職,M 碩士,63,0,10,18 新竹市,1 一般
113,0002,國立清華大學,01121091,幼兒教育學系,D 日,B 學士,155,11,43,18 新竹市,1 一般
113,0002,國立清華大學,01131085,數理教育研究所,D 日,M 碩士,68,6,25,18 新竹市,1 一般
113,0002,國立清華大學,01131085,數理教育研究所,N 職,M 碩士,65,0,13,18 新竹市,1 一般
113,0002,國立清華大學,01131105,英語教學系,D 日,M 碩士,30,0,7,18 新竹市,1 一般
113,0002,國立清華大學,01131105,英語教學系,D 日,B 學士,151,8,28,18 新竹市,1 一般
113,0002,國立清華大學,01141098,藝術與設計學系美勞教師碩士在職專班,N 職,M 碩士,56,0,7,18 新竹市,1 一般
113,0002,國立清華大學,01141127,運動科學系,D 日,M 碩士,39,0,19,18 新竹市,1 一般
113,0002,國立清華大學,01141127,運動科學系,N 職,M 碩士,43,0,7,18 新竹市,1 一般
113,0002,國立清華大學,01141127,運動科學系,D 日,B 學士,192,12,48,18 新竹市,1 一般
113,0002,國立清華大學,01199112,竹師教育學院博士班,D 日,D 博士,11,0,0,18 新竹市,1 一般
113,0002,國立清華大學,01199130,竹師教育學院跨領域STEAM教育碩士在職專班,N 職,M 碩士,53,0,1,18 新竹市,1 一般
113,0002,國立清華大學,01199Y02,竹師教育學院,D 日,,0,6,0,18 新竹市,1 一般
113,0002,國立清華大學,02111136,科技藝術研究所,D 日,M 碩士,19,8,0,18 新竹市,1 一般
113,0002,國立清華大學,02131098,藝術與設計學系,D 日,M 碩士,73,0,29,18 新竹市,1 一般
113,0002,國立清華大學,02131098,藝術與設計學系,D 日,B 學士,317,18,78,18 新竹市,1 一般
113,0002,國立清華大學,02151096,音樂學系,D 日,M 碩士,65,0,13,18 新竹市,1 一般
113,0002,國立清華大學,02151096,音樂學系音樂教師碩士在職專班,N 職,M 碩士,1,0,0,18 新竹市,1 一般
113,0002,國立清華大學,02151096,音樂學系,D 日,B 學士,143,14,39,18 新竹市,1 一般
113,0002,國立清華大學,02191113,藝術學院學士班,D 日,B 學士,160,0,27,18 新竹市,1 一般
113,0002,國立清華大學,02221006,歷史研究所,D 日,D 博士,19,0,3,18 新竹市,1 一般
113,0002,國立清華大學,02221006,歷史研究所,D 日,M 碩士,34,8,4,18 新竹市,1 一般
113,0002,國立清華大學,02222007,人類學研究所,D 日,D 博士,12,0,0,18 新竹市,1 一般
113,0002,國立清華大學,02222007,人類學研究所,D 日,M 碩士,43,9,12,18 新竹市,1 一般
113,0002,國立清華大學,02231008,哲學研究所,D 日,D 博士,4,0,0,18 新竹市,1 一般
113,0002,國立清華大學,02231008,哲學研究所,D 日,M 碩士,25,6,4,18 新竹市,1 一般
113,0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,4,0,1,18 新竹市,1 一般
113,0002,國立清華大學,02299010,人文社會學院學士班,D 日,B 學士,338,6,74,18 新竹市,1 一般
113,0002,國立清華大學,02311002,外國語文學系,D 日,M 碩士,32,0,5,18 新竹市,1 一般
113,0002,國立清華大學,02311002,外國語文學系,D 日,B 學士,187,17,47,18 新竹市,1 一般
113,0002,國立清華大學,02321001,台灣文學研究所,D 日,D 博士,23,0,1,18 新竹市,1 一般
113,0002,國立清華大學,02321001,台灣文學研究所,D 日,M 碩士,35,7,11,18 新竹市,1 一般
113,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,D 博士,21,0,2,18 新竹市,1 一般
113,0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,M 碩士,59,6,5,18 新竹市,1 一般
113,0002,國立清華大學,02322003,中國文學系,D 日,D 博士,51,0,5,18 新竹市,1 一般
113,0002,國立清華大學,02322003,中國文學系,D 日,M 碩士,75,0,19,18 新竹市,1 一般
113,0002,國立清華大學,02322003,中國文學系,D 日,B 學士,224,17,43,18 新竹市,1 一般
113,0002,國立清華大學,02322109,中國語文學系,D 日,M 碩士,2,0,0,18 新竹市,1 一般
113,0002,國立清華大學,02322109,中國語文學系語文碩士在職專班,N 職,M 碩士,6,0,0,18 新竹市,1 一般
113,0002,國立清華大學,02323114,華文文學研究所,D 日,M 碩士,58,7,9,18 新竹市,1 一般
113,0002,國立清華大學,02323144,華語文碩士學位學程,D 日,M 碩士,9,1,0,18 新竹市,1 一般
113,0002,國立清華大學,02399005,語言學研究所,D 日,D 博士,13,0,2,18 新竹市,1 一般
113,0002,國立清華大學,02399005,語言學研究所,D 日,M 碩士,32,9,10,18 新竹市,1 一般
113,0002,國立清華大學,03111011,經濟學系,D 日,D 博士,9,0,2,18 新竹市,1 一般
113,0002,國立清華大學,03111011,經濟學系,D 日,M 碩士,46,0,26,18 新竹市,1 一般
113,0002,國立清華大學,03111011,經濟學系,D 日,B 學士,476,23,118,18 新竹市,1 一般
113,0002,國立清華大學,03121139,台北政經學院政治經濟博士班,D 日,D 博士,10,0,0,18 新竹市,1 一般
113,0002,國立清華大學,03121139,台北政經學院政治經濟碩士班,D 日,M 碩士,46,0,9,18 新竹市,1 一般
113,0002,國立清華大學,03131077,教育心理與諮商學系,D 日,D 博士,32,0,0,18 新竹市,1 一般
113,0002,國立清華大學,03131077,教育心理與諮商學系,D 日,M 碩士,116,0,46,18 新竹市,1 一般
113,0002,國立清華大學,03131077,教育心理與諮商學系,N 職,M 碩士,113,0,23,18 新竹市,1 一般
113,0002,國立清華大學,03131077,教育心理與諮商學系,D 日,B 學士,199,15,34,18 新竹市,1 一般
113,0002,國立清華大學,03131135,竹師教育學院心理與諮商碩士新加坡境外在職專班,N 職,M 碩士,23,0,0,18 新竹市,1 一般
113,0002,國立清華大學,03141012,社會學研究所,D 日,D 博士,14,0,2,18 新竹市,1 一般
113,0002,國立清華大學,03141012,社會學研究所,D 日,M 碩士,70,9,20,18 新竹市,1 一般
113,0002,國立清華大學,03143013,台灣研究教師在職進修碩士學位班,N 職,M 碩士,67,0,6,18 新竹市,1 一般
113,0002,國立清華大學,03199015,學習科學研究所,D 日,M 碩士,1,0,1,18 新竹市,1 一般
113,0002,國立清華大學,03199111,學習科學與科技研究所,D 日,M 碩士,68,14,21,18 新竹市,1 一般
113,0002,國立清華大學,04121019,科技管理學院財務金融碩士在職專班,N 職,M 碩士,51,0,27,18 新竹市,1 一般
113,0002,國立清華大學,04121020,計量財務金融學系,D 日,D 博士,3,0,1,18 新竹市,1 一般
113,0002,國立清華大學,04121020,計量財務金融學系,D 日,M 碩士,46,0,23,18 新竹市,1 一般
113,0002,國立清華大學,04121020,計量財務金融學系,D 日,B 學士,262,16,53,18 新竹市,1 一般
113,0002,國立清華大學,04131016,經營管理碩士在職專班,N 職,M 碩士,121,0,50,18 新竹市,1 一般
113,0002,國立清華大學,04131018,國際專業管理碩士班,D 日,M 碩士,68,0,31,18 新竹市,1 一般
113,0002,國立清華大學,04134014,科技管理學院公共政策與管理碩士在職專班,N 職,M 碩士,54,0,17,18 新竹市,1 一般
113,0002,國立清華大學,04199017,科技管理研究所,D 日,D 博士,22,0,5,18 新竹市,1 一般
113,0002,國立清華大學,04199017,科技管理研究所,D 日,M 碩士,60,12,29,18 新竹市,1 一般
113,0002,國立清華大學,04199021,高階經營管理碩士在職專班,N 職,M 碩士,183,0,82,18 新竹市,1 一般
113,0002,國立清華大學,04199022,服務科學研究所,D 日,D 博士,9,0,5,18 新竹市,1 一般
113,0002,國立清華大學,04199022,服務科學研究所,D 日,M 碩士,47,11,23,18 新竹市,1 一般
113,0002,國立清華大學,04199023,科技管理學院學士班,D 日,B 學士,360,1,87,18 新竹市,1 一般
113,0002,國立清華大學,04199131,科技管理學院健康政策與經營管理碩士在職專班,N 職,M 碩士,30,0,14,18 新竹市,1 一般
113,0002,國立清華大學,04212024,科技法律研究所,D 日,D 博士,12,0,1,18 新竹市,1 一般
113,0002,國立清華大學,04212024,科技法律研究所,D 日,M 碩士,96,15,23,18 新竹市,1 一般
113,0002,國立清華大學,05121025,生命科學系,D 日,B 學士,197,3,60,18 新竹市,1 一般
113,0002,國立清華大學,05121026,生物科技研究所,D 日,D 博士,36,0,4,18 新竹市,1 一般
113,0002,國立清華大學,05121026,生物科技研究所,D 日,M 碩士,54,10,21,18 新竹市,1 一般
113,0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,D 博士,26,0,3,18 新竹市,1 一般
113,0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,M 碩士,55,8,18,18 新竹市,1 一般
113,0002,國立清華大學,05121029,生技產業博士學位學程,D 日,D 博士,9,0,0,18 新竹市,1 一般
113,0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,D 博士,33,0,2,18 新竹市,1 一般
113,0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,M 碩士,60,9,27,18 新竹市,1 一般
113,0002,國立清華大學,05121072,分子醫學研究所,D 日,D 博士,22,0,5,18 新竹市,1 一般
113,0002,國立清華大學,05121072,分子醫學研究所,D 日,M 碩士,45,8,16,18 新竹市,1 一般
113,0002,國立清華大學,05121143,藥品與醫材法規科學碩士在職學位學程,N 職,M 碩士,24,0,0,18 新竹市,1 一般
113,0002,國立清華大學,05199033,系統神經科學研究所,D 日,D 博士,13,0,0,18 新竹市,1 一般
113,0002,國立清華大學,05199033,系統神經科學研究所,D 日,M 碩士,35,6,5,18 新竹市,1 一般
113,0002,國立清華大學,05199142,生命科學暨醫學院學士班,D 日,B 學士,133,1,31,18 新竹市,1 一般
113,0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),D 日,D 博士,10,0,0,18 新竹市,1 一般
113,0002,國立清華大學,05211102,環境與文化資源學系,D 日,M 碩士,57,10,15,18 新竹市,1 一般
113,0002,國立清華大學,05211102,環境與文化資源學系,N 職,M 碩士,46,0,11,18 新竹市,1 一般
113,0002,國立清華大學,05211102,環境與文化資源學系,D 日,B 學士,1,0,0,18 新竹市,1 一般
113,0002,國立清華大學,05211121,分析與環境科學研究所,D 日,D 博士,3,0,0,18 新竹市,1 一般
113,0002,國立清華大學,05211121,分析與環境科學研究所,D 日,M 碩士,48,6,10,18 新竹市,1 一般
113,0002,國立清華大學,05311037,化學系,D 日,D 博士,83,0,15,18 新竹市,1 一般
113,0002,國立清華大學,05311037,化學系,D 日,M 碩士,208,0,95,18 新竹市,1 一般
113,0002,國立清華大學,05311037,化學系,D 日,B 學士,279,24,50,18 新竹市,1 一般
113,0002,國立清華大學,05331038,物理學系,D 日,D 博士,82,0,12,18 新竹市,1 一般
113,0002,國立清華大學,05331038,物理學系,D 日,M 碩士,200,0,79,18 新竹市,1 一般
113,0002,國立清華大學,05331038,物理學系,D 日,B 學士,292,37,63,18 新竹市,1 一般
113,0002,國立清華大學,05331137,量子科技暨尖端材料博士學位學程,D 日,D 博士,1,0,0,18 新竹市,1 一般
113,0002,國立清華大學,05332039,天文研究所,D 日,D 博士,18,0,4,18 新竹市,1 一般
113,0002,國立清華大學,05332039,天文研究所,D 日,M 碩士,22,10,5,18 新竹市,1 一般
113,0002,國立清華大學,05399040,先進光源科技碩士學位學程,D 日,M 碩士,1,0,3,18 新竹市,1 一般
113,0002,國立清華大學,05399042,理學院學士班,D 日,B 學士,153,0,40,18 新竹市,1 一般
113,0002,國立清華大學,05411043,數學系,D 日,D 博士,13,0,2,18 新竹市,1 一般
113,0002,國立清華大學,05411043,數學系,D 日,M 碩士,58,0,15,18 新竹市,1 一般
113,0002,國立清華大學,05411043,數學系,D 日,B 學士,285,25,44,18 新竹市,1 一般
113,0002,國立清華大學,05411115,計算與建模科學研究所,D 日,M 碩士,33,6,11,18 新竹市,1 一般
113,0002,國立清華大學,05421044,統計學研究所,D 日,D 博士,0,0,2,18 新竹市,1 一般
113,0002,國立清華大學,05421044,統計學研究所,D 日,M 碩士,0,0,24,18 新竹市,1 一般
113,0002,國立清華大學,05421147,統計與數據科學研究所,D 日,D 博士,23,0,0,18 新竹市,1 一般
113,0002,國立清華大學,05421147,統計與數據科學研究所,D 日,M 碩士,56,8,0,18 新竹市,1 一般
113,0002,國立清華大學,06131053,資訊工程學系,D 日,D 博士,76,0,5,18 新竹市,1 一般
113,0002,國立清華大學,06131053,資訊工程學系,D 日,M 碩士,413,0,179,18 新竹市,1 一般
113,0002,國立清華大學,06131053,資訊工程學系,D 日,B 學士,594,36,138,18 新竹市,1 一般
113,0002,國立清華大學,06131122,資訊安全研究所,D 日,M 碩士,57,0,25,18 新竹市,1 一般
113,0002,國立清華大學,06134046,資訊系統與應用研究所,D 日,D 博士,24,0,0,18 新竹市,1 一般
113,0002,國立清華大學,06134046,資訊系統與應用研究所,D 日,M 碩士,136,0,66,18 新竹市,1 一般
113,0002,國立清華大學,06134048,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,11,0,0,18 新竹市,1 一般
113,0002,國立清華大學,07111057,化學工程學系,D 日,D 博士,80,0,17,18 新竹市,1 一般
113,0002,國立清華大學,07111057,化學工程學系,D 日,M 碩士,211,0,90,18 新竹市,1 一般
113,0002,國立清華大學,07111057,化學工程學系,D 日,B 學士,240,24,58,18 新竹市,1 一般
113,0002,國立清華大學,07112058,材料科學工程學系,D 日,D 博士,115,0,13,18 新竹市,1 一般
113,0002,國立清華大學,07112058,材料科學工程學系,D 日,M 碩士,319,0,142,18 新竹市,1 一般
113,0002,國立清華大學,07112058,材料科學工程學系,D 日,B 學士,431,30,119,18 新竹市,1 一般
113,0002,國立清華大學,07112071,工學院學士班,D 日,B 學士,195,0,25,18 新竹市,1 一般
113,0002,國立清華大學,07112118,前瞻功能材料產業博士學位學程,D 日,D 博士,12,0,2,18 新竹市,1 一般
113,0002,國立清華大學,07131068,核子工程與科學研究所,D 日,D 博士,22,0,1,18 新竹市,1 一般
113,0002,國立清華大學,07131068,核子工程與科學研究所,D 日,M 碩士,53,8,20,18 新竹市,1 一般
113,0002,國立清華大學,07141049,電機工程學系,D 日,D 博士,60,0,14,18 新竹市,1 一般
113,0002,國立清華大學,07141049,電機工程學系,D 日,M 碩士,395,0,121,18 新竹市,1 一般
113,0002,國立清華大學,07141049,電機工程學系,D 日,B 學士,504,62,116,18 新竹市,1 一般
