學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
113,1014,義守大學,07141026,電子工程學系,D 日,D 博士,9,0,0,12 高雄市,1 一般
113,1014,義守大學,07141026,電子工程學系,D 日,M 碩士,14,0,9,12 高雄市,1 一般
113,1014,義守大學,07141026,電子工程學系,D 日,B 學士,226,9,58,12 高雄市,1 一般
113,1014,義守大學,07141072,智慧科技英語學士學位學程,D 日,B 學士,88,2,16,12 高雄市,1 一般
113,1014,義守大學,07141081,半導體學士學位學程,D 日,B 學士,50,2,0,12 高雄市,1 一般
113,1014,義守大學,07151030,機械與自動化工程學系,D 日,M 碩士,19,0,2,12 高雄市,1 一般
113,1014,義守大學,07151030,機械與自動化工程學系,D 日,B 學士,217,8,56,12 高雄市,1 一般
113,1014,義守大學,07193037,生物醫學工程學系,D 日,M 碩士,17,0,4,12 高雄市,1 一般
113,1014,義守大學,07193037,生物醫學工程學系,D 日,B 學士,283,10,90,12 高雄市,1 一般
113,1014,義守大學,07321031,土木工程學系,D 日,M 碩士,8,0,1,12 高雄市,1 一般
113,1014,義守大學,07321031,土木工程學系,D 日,B 學士,175,7,43,12 高雄市,1 一般
113,1014,義守大學,09121011,醫學研究所,D 日,M 碩士,13,0,0,12 高雄市,1 一般
113,1014,義守大學,09121011,醫學系,D 日,B 學士,166,84,14,12 高雄市,1 一般
113,1014,義守大學,09121040,學士後中醫學系,D 日,B 學士,249,12,49,12 高雄市,1 一般
113,1014,義守大學,09131046,護理學系,D 日,M 碩士,50,0,4,12 高雄市,1 一般
113,1014,義守大學,09131046,護理學系,D 日,B 學士,542,21,128,12 高雄市,1 一般
113,1014,義守大學,09131046,護理學系,N 修,C 二技,57,0,46,12 高雄市,1 一般
113,1014,義守大學,09141050,醫學影像暨放射科學系,D 日,B 學士,378,10,78,12 高雄市,1 一般
113,1014,義守大學,09141050,醫學影像暨放射科學系,N 修,C 二技,70,0,18,12 高雄市,1 一般
113,1014,義守大學,09141061,醫學檢驗技術學系,D 日,B 學士,342,9,56,12 高雄市,1 一般
113,1014,義守大學,09151042,物理治療學系,D 日,B 學士,397,8,68,12 高雄市,1 一般
113,1014,義守大學,09152043,職能治療學系,D 日,B 學士,358,9,68,12 高雄市,1 一般
113,1014,義守大學,09191041,健康管理學系,D 日,B 學士,92,7,44,12 高雄市,1 一般
113,1014,義守大學,09191041,健康管理學系,P 進,B 學士,0,0,1,12 高雄市,1 一般
113,1014,義守大學,09199Y42,醫學院,D 日,,0,3,0,12 高雄市,1 一般
113,1014,義守大學,09211047,醫學院長期照護原住民專班,D 日,B 學士,0,0,2,12 高雄市,1 一般
113,1014,義守大學,10131051,餐旅管理學系,D 日,B 學士,285,5,53,12 高雄市,1 一般
113,1014,義守大學,10131051,餐旅管理學系,P 進,B 學士,2,0,0,12 高雄市,1 一般
113,1014,義守大學,10131077,廚藝暨美食學學系,D 日,B 學士,247,7,65,12 高雄市,1 一般
113,1014,義守大學,10131077,廚藝暨美食學學系,P 進,B 學士,5,0,13,12 高雄市,1 一般
113,1014,義守大學,10151055,國際觀光餐旅學系,D 日,B 學士,67,3,24,12 高雄市,1 一般
113,1014,義守大學,10151078,觀光智慧服務與科技學系,D 日,B 學士,118,4,49,12 高雄市,1 一般
113,1014,義守大學,10151078,觀光智慧服務與科技學系,P 進,B 學士,5,0,0,12 高雄市,1 一般
113,1014,義守大學,10151082,智慧觀光餐旅管理英語學士學位學程,D 日,B 學士,45,2,0,12 高雄市,1 一般
113,1014,義守大學,10152076,運動科技與休閒管理學系,D 日,B 學士,91,6,39,12 高雄市,1 一般
113,1014,義守大學,10152076,運動科技與休閒管理學系,P 進,B 學士,19,0,7,12 高雄市,1 一般
113,1014,義守大學,10199059,觀光餐旅學院原住民專班,D 日,B 學士,31,4,11,12 高雄市,1 一般
113,1014,義守大學,10199059,觀光餐旅學院進修學士班,P 進,B 學士,18,0,0,12 高雄市,1 一般
113,1015,世新大學,02111018,廣播電視電影學系,D 日,M 碩士,87,0,12,30 臺北市,1 一般
113,1015,世新大學,02111018,廣播電視電影學系,N 職,M 碩士,34,0,4,30 臺北市,1 一般
113,1015,世新大學,02111018,廣播電視電影學系,D 日,B 學士,1604,34,250,30 臺北市,1 一般
113,1015,世新大學,02111045,影視進修學士學位學程,P 進,B 學士,302,2,0,30 臺北市,1 一般
113,1015,世新大學,02112004,數位多媒體設計學系,D 日,M 碩士,25,0,8,30 臺北市,1 一般
113,1015,世新大學,02112004,數位多媒體設計學系,D 日,B 學士,538,17,110,30 臺北市,1 一般
113,1015,世新大學,02112048,圖文傳播學系,D 日,B 學士,587,15,108,30 臺北市,1 一般
113,1015,世新大學,02112048,圖文傳播學系,P 進,B 學士,212,0,40,30 臺北市,1 一般
113,1015,世新大學,02311003,日本語文學系,D 日,B 學士,353,11,89,30 臺北市,1 一般
113,1015,世新大學,02311044,英語暨傳播應用學系,D 日,B 學士,206,7,79,30 臺北市,1 一般
113,1015,世新大學,02322001,中國文學系,D 日,D 博士,12,0,1,30 臺北市,1 一般
113,1015,世新大學,02322001,中國文學系,D 日,M 碩士,4,0,4,30 臺北市,1 一般
113,1015,世新大學,02322001,中國文學系,D 日,B 學士,99,8,37,30 臺北市,1 一般
113,1015,世新大學,03111005,經濟學系,D 日,M 碩士,22,0,6,30 臺北市,1 一般
113,1015,世新大學,03111005,經濟學系,D 日,B 學士,240,9,61,30 臺北市,1 一般
113,1015,世新大學,03141007,性別研究所,D 日,M 碩士,45,5,6,30 臺北市,1 一般
113,1015,世新大學,03141008,社會心理學系社會心理暨社會創新碩士班,D 日,M 碩士,9,0,3,30 臺北市,1 一般
113,1015,世新大學,03141008,社會心理學系,D 日,B 學士,316,9,101,30 臺北市,1 一般
113,1015,世新大學,03191006,社會發展研究所,D 日,,0,2,0,30 臺北市,1 一般
113,1015,世新大學,03191006,社會發展研究所,D 日,M 碩士,3,0,5,30 臺北市,1 一般
113,1015,世新大學,03191006,社會發展研究所,N 職,M 碩士,1,0,0,30 臺北市,1 一般
113,1015,世新大學,03211016,傳播匯流與創新管理學士學位學程,P 進,B 學士,0,0,2,30 臺北市,1 一般
113,1015,世新大學,03211038,新聞傳播學院全媒體原住民專班,D 日,B 學士,22,0,0,30 臺北市,1 一般
113,1015,世新大學,03212017,新聞學系,D 日,M 碩士,23,0,9,30 臺北市,1 一般
113,1015,世新大學,03212017,新聞學系,D 日,B 學士,633,14,160,30 臺北市,1 一般
113,1015,世新大學,03214012,傳播博士學位學程,D 日,D 博士,47,2,9,30 臺北市,1 一般
113,1015,世新大學,03214013,資訊傳播學系,D 日,M 碩士,9,0,4,30 臺北市,1 一般
113,1015,世新大學,03214013,資訊傳播學系,N 職,M 碩士,17,0,1,30 臺北市,1 一般
113,1015,世新大學,03214013,資訊傳播學系,D 日,B 學士,315,10,52,30 臺北市,1 一般
113,1015,世新大學,03214014,口語傳播暨社群媒體學系,D 日,M 碩士,29,0,3,30 臺北市,1 一般
113,1015,世新大學,03214014,口語傳播暨社群媒體學系,N 職,M 碩士,23,0,5,30 臺北市,1 一般
113,1015,世新大學,03214014,口語傳播暨社群媒體學系,D 日,B 學士,502,12,106,30 臺北市,1 一般
113,1015,世新大學,03214038,全媒體學士學位學程,P 進,B 學士,164,2,27,30 臺北市,1 一般
113,1015,世新大學,03214048,圖文傳播學系,D 日,M 碩士,1,0,3,30 臺北市,1 一般
113,1015,世新大學,04121024,財務金融學系,D 日,M 碩士,18,0,1,30 臺北市,1 一般
113,1015,世新大學,04121024,財務金融學系,N 職,M 碩士,21,0,8,30 臺北市,1 一般
113,1015,世新大學,04121024,財務金融學系,D 日,B 學士,314,10,81,30 臺北市,1 一般
113,1015,世新大學,04121040,創新金融科技產業碩士專班,D 日,M 碩士,15,0,12,30 臺北市,1 一般
113,1015,世新大學,04131023,企業管理學系,D 日,M 碩士,16,0,10,30 臺北市,1 一般
113,1015,世新大學,04131023,企業管理學系,N 職,M 碩士,79,0,24,30 臺北市,1 一般
113,1015,世新大學,04131023,企業管理學系,D 日,B 學士,194,10,54,30 臺北市,1 一般
113,1015,世新大學,04131023,企業管理學系,P 進,B 學士,72,0,13,30 臺北市,1 一般
113,1015,世新大學,04131047,創新管理暨智慧企業產業碩士專班,D 日,M 碩士,14,0,8,30 臺北市,1 一般
113,1015,世新大學,04134009,行政管理學系,D 日,D 博士,19,0,2,30 臺北市,1 一般
113,1015,世新大學,04134009,行政管理學系,D 日,M 碩士,13,0,4,30 臺北市,1 一般
113,1015,世新大學,04134009,行政管理學系,N 職,M 碩士,34,1,13,30 臺北市,1 一般
113,1015,世新大學,04134009,行政管理學系,D 日,B 學士,235,11,98,30 臺北市,1 一般
113,1015,世新大學,04134010,國際廉能治理碩士在職學位學程,N 職,M 碩士,0,0,1,30 臺北市,1 一般
113,1015,世新大學,04134011,非營利與社會企業碩士在職學位學程,N 職,M 碩士,2,0,3,30 臺北市,1 一般
113,1015,世新大學,04143019,公共關係暨廣告學系,D 日,M 碩士,27,0,7,30 臺北市,1 一般
113,1015,世新大學,04143019,公共關係暨廣告學系,N 職,M 碩士,47,0,10,30 臺北市,1 一般
113,1015,世新大學,04143019,公共關係暨廣告學系,D 日,B 學士,858,22,169,30 臺北市,1 一般
113,1015,世新大學,04199025,傳播管理學系,D 日,M 碩士,18,0,7,30 臺北市,1 一般
113,1015,世新大學,04199025,傳播管理學系,N 職,M 碩士,83,1,21,30 臺北市,1 一般
113,1015,世新大學,04199025,傳播管理學系,D 日,B 學士,666,19,149,30 臺北市,1 一般
113,1015,世新大學,04211026,法律學系,D 日,B 學士,460,15,98,30 臺北市,1 一般
113,1015,世新大學,04212026,法律學系,D 日,M 碩士,45,0,6,30 臺北市,1 一般
113,1015,世新大學,04212026,法律學系,N 職,M 碩士,57,0,9,30 臺北市,1 一般
113,1015,世新大學,04212039,智慧財產暨傳播科技法律研究所,D 日,M 碩士,5,1,1,30 臺北市,1 一般
113,1015,世新大學,04212039,智慧財產暨傳播科技法律研究所,N 職,M 碩士,11,0,5,30 臺北市,1 一般
113,1015,世新大學,06111042,智能系統暨科技創新產業碩士專班,D 日,M 碩士,18,0,13,30 臺北市,1 一般
113,1015,世新大學,06111046,雲端暨智能物聯產業碩士專班,D 日,M 碩士,1,0,14,30 臺北市,1 一般
113,1015,世新大學,06111049,雲端暨資通安全產業碩士專班,D 日,M 碩士,11,0,0,30 臺北市,1 一般
113,1015,世新大學,06131028,資訊管理學系,D 日,M 碩士,31,0,17,30 臺北市,1 一般
113,1015,世新大學,06131028,資訊管理學系,N 職,M 碩士,32,0,18,30 臺北市,1 一般
113,1015,世新大學,06131028,資訊管理學系,D 日,B 學士,644,21,185,30 臺北市,1 一般
113,1015,世新大學,10151029,觀光學系,D 日,M 碩士,13,0,7,30 臺北市,1 一般
113,1015,世新大學,10151029,觀光學系,N 職,M 碩士,44,0,16,30 臺北市,1 一般
113,1015,世新大學,10151029,觀光學系,D 日,B 學士,427,15,119,30 臺北市,1 一般
113,1015,世新大學,99999Z01,通識及共同科目,D 日,,0,2,0,30 臺北市,1 一般
113,1015,世新大學,99999Z03,軍訓教官,D 日,,0,6,0,30 臺北市,1 一般
113,1015,世新大學,99999Z07,體育室,D 日,,0,13,0,30 臺北市,1 一般
113,1016,銘傳大學,01111052,教育研究所,D 日,M 碩士,17,8,11,30 臺北市,1 一般
113,1016,銘傳大學,01111052,教育研究所,N 職,M 碩士,179,0,70,30 臺北市,1 一般
113,1016,銘傳大學,02112012,數位媒體設計學系,D 日,M 碩士,13,0,7,30 臺北市,1 一般
113,1016,銘傳大學,02112012,數位媒體設計學系,D 日,B 學士,605,15,141,30 臺北市,1 一般
113,1016,銘傳大學,02112072,商業設計學系設計創作與研究碩士班,D 日,M 碩士,14,0,3,30 臺北市,1 一般
113,1016,銘傳大學,02112072,商業設計學系,D 日,B 學士,454,11,111,30 臺北市,1 一般
113,1016,銘傳大學,02121090,動漫文創設計學士學位學程,D 日,B 學士,165,2,37,30 臺北市,1 一般
113,1016,銘傳大學,02123073,商品設計學系創新設計與管理碩士班,D 日,M 碩士,16,0,5,30 臺北市,1 一般
113,1016,銘傳大學,02123073,商品設計學系創新設計與管理碩士在職專班,N 職,M 碩士,5,0,2,30 臺北市,1 一般
113,1016,銘傳大學,02123073,商品設計學系,D 日,B 學士,362,11,120,30 臺北市,1 一般
113,1016,銘傳大學,02125095,時尚與創新管理學士學位學程,D 日,B 學士,145,3,30,30 臺北市,1 一般
113,1016,銘傳大學,02311010,應用日語學系,D 日,M 碩士,25,0,3,30 臺北市,1 一般
113,1016,銘傳大學,02311010,應用日語學系,D 日,B 學士,503,15,95,30 臺北市,1 一般
113,1016,銘傳大學,02311031,應用英語學系,D 日,M 碩士,17,0,5,30 臺北市,1 一般
113,1016,銘傳大學,02311031,應用英語學系,N 職,M 碩士,21,0,3,30 臺北市,1 一般
113,1016,銘傳大學,02311031,應用英語學系,D 日,B 學士,356,13,170,30 臺北市,1 一般
113,1016,銘傳大學,02322002,應用中國文學系,D 日,D 博士,19,0,8,30 臺北市,1 一般
113,1016,銘傳大學,02322002,應用中國文學系,D 日,M 碩士,16,0,3,30 臺北市,1 一般
113,1016,銘傳大學,02322002,應用中國文學系,N 職,M 碩士,15,0,5,30 臺北市,1 一般
113,1016,銘傳大學,02322002,應用中國文學系,D 日,B 學士,216,12,68,30 臺北市,1 一般
113,1016,銘傳大學,02323042,華語文教學碩士學位學程,D 日,M 碩士,2,0,0,30 臺北市,1 一般
113,1016,銘傳大學,02323042,華語文教學學系,D 日,B 學士,155,7,67,30 臺北市,1 一般
113,1016,銘傳大學,03122004,國際事務碩士學位學程(外國學生專班),D 日,M 碩士,18,2,9,30 臺北市,1 一般
113,1016,銘傳大學,03122005,國際事務與外交學士學位學程,D 日,B 學士,137,3,50,30 臺北市,1 一般
113,1016,銘傳大學,03131102,諮商臨床與工商心理學系,D 日,M 碩士,110,0,30,30 臺北市,1 一般
113,1016,銘傳大學,03131102,諮商臨床與工商心理學系,N 職,M 碩士,46,0,21,30 臺北市,1 一般
113,1016,銘傳大學,03131102,諮商臨床與工商心理學系,D 日,B 學士,466,13,62,30 臺北市,1 一般
113,1016,銘傳大學,03141088,犯罪防治學系,D 日,M 碩士,21,0,10,30 臺北市,1 一般
113,1016,銘傳大學,03141088,犯罪防治學系兩岸與犯罪防治碩士在職專班,N 職,M 碩士,66,0,11,30 臺北市,1 一般
113,1016,銘傳大學,03141088,犯罪防治學系,D 日,B 學士,485,14,98,30 臺北市,1 一般
113,1016,銘傳大學,03141103,刑事司法碩士學位學程,D 日,,0,1,0,30 臺北市,1 一般
113,1016,銘傳大學,03211047,廣播電視學系,D 日,B 學士,423,9,97,30 臺北市,1 一般
113,1016,銘傳大學,03211063,新聞與大眾傳播學士學位學程,D 日,B 學士,231,4,41,30 臺北市,1 一般
113,1016,銘傳大學,03212046,新聞學系,D 日,B 學士,0,0,47,30 臺北市,1 一般
113,1016,銘傳大學,03212104,影音新聞暨社群傳播學系,D 日,B 學士,158,7,0,30 臺北市,1 一般
113,1016,銘傳大學,03213064,新媒體暨傳播管理學系,D 日,M 碩士,25,0,4,30 臺北市,1 一般
113,1016,銘傳大學,03213064,新媒體暨傳播管理學系,N 職,M 碩士,18,0,7,30 臺北市,1 一般
113,1016,銘傳大學,03213064,新媒體暨傳播管理學系,D 日,B 學士,310,8,70,30 臺北市,1 一般
113,1016,銘傳大學,04111032,會計學系,D 日,M 碩士,23,0,10,30 臺北市,1 一般
113,1016,銘傳大學,04111032,會計學系,D 日,B 學士,686,17,155,30 臺北市,1 一般
113,1016,銘傳大學,04121020,財務金融學系,D 日,M 碩士,27,0,13,30 臺北市,1 一般
113,1016,銘傳大學,04121020,財務金融學系,N 職,M 碩士,28,0,13,30 臺北市,1 一般
113,1016,銘傳大學,04121020,財務金融學系,D 日,B 學士,748,23,163,30 臺北市,1 一般
113,1016,銘傳大學,04121021,金融學系,D 日,M 碩士,8,0,0,30 臺北市,1 一般
113,1016,銘傳大學,04121021,金融學系,D 日,B 學士,301,11,0,30 臺北市,1 一般
113,1016,銘傳大學,04121059,經濟與金融學系,D 日,M 碩士,0,0,7,30 臺北市,1 一般
113,1016,銘傳大學,04121059,經濟與金融學系,D 日,B 學士,0,0,96,30 臺北市,1 一般
113,1016,銘傳大學,04123056,風險管理與保險學系,D 日,M 碩士,16,0,9,30 臺北市,1 一般
113,1016,銘傳大學,04123056,風險管理與保險學系,N 職,M 碩士,10,0,2,30 臺北市,1 一般
113,1016,銘傳大學,04123056,風險管理與保險學系,D 日,B 學士,403,13,92,30 臺北市,1 一般
113,1016,銘傳大學,04131017,國際企業與貿易學士學位學程,D 日,B 學士,555,9,130,30 臺北市,1 一般
113,1016,銘傳大學,04131036,企業管理學系,D 日,D 博士,48,0,3,30 臺北市,1 一般
113,1016,銘傳大學,04131036,企業管理學系,D 日,M 碩士,47,0,29,30 臺北市,1 一般
113,1016,銘傳大學,04131036,企業管理學系,N 職,M 碩士,38,0,10,30 臺北市,1 一般
113,1016,銘傳大學,04131036,企業管理學系,D 日,B 學士,782,25,172,30 臺北市,1 一般
113,1016,銘傳大學,04131061,國際企業學系,D 日,M 碩士,52,0,30,30 臺北市,1 一般
113,1016,銘傳大學,04131061,國際企業學系,N 職,M 碩士,31,0,9,30 臺北市,1 一般
113,1016,銘傳大學,04131061,國際企業學系,D 日,B 學士,737,24,180,30 臺北市,1 一般
113,1016,銘傳大學,04131100,國際學院工商管理學士學位學程泰國境外專班,D 日,B 學士,21,0,0,30 臺北市,1 一般
113,1016,銘傳大學,04133022,醫療資訊與管理學系健康產業管理碩士班,D 日,M 碩士,11,0,7,30 臺北市,1 一般
113,1016,銘傳大學,04133022,醫療資訊與管理學系,D 日,B 學士,316,9,87,30 臺北市,1 一般
113,1016,銘傳大學,04134099,公共事務與行政管理學系,D 日,M 碩士,8,0,4,30 臺北市,1 一般
113,1016,銘傳大學,04134099,公共事務與行政管理學系,N 職,M 碩士,52,0,15,30 臺北市,1 一般
113,1016,銘傳大學,04134099,公共事務與行政管理學系,D 日,B 學士,224,9,53,30 臺北市,1 一般
113,1016,銘傳大學,04141097,國際商務管理泰國境外學士學位學程,D 日,B 學士,0,0,3,30 臺北市,1 一般
113,1016,銘傳大學,04143015,廣告暨策略行銷學系,D 日,B 學士,371,8,74,30 臺北市,1 一般
113,1016,銘傳大學,04199027,時尚創意管理學士學位學程,D 日,,0,2,0,30 臺北市,1 一般
113,1016,銘傳大學,04199027,時尚創意管理學士學位學程,D 日,B 學士,0,0,3,30 臺北市,1 一般
113,1016,銘傳大學,04199071,高階經理碩士在職學位學程,N 職,M 碩士,19,2,3,30 臺北市,1 一般
113,1016,銘傳大學,04199089,金融科技應用學士學位學程,D 日,B 學士,174,2,34,30 臺北市,1 一般
113,1016,銘傳大學,04199094,金融科技碩士學位學程,D 日,M 碩士,31,3,5,30 臺北市,1 一般
113,1016,銘傳大學,04211039,法律學系,D 日,M 碩士,36,0,4,30 臺北市,1 一般
113,1016,銘傳大學,04211039,法律學系,N 職,M 碩士,61,0,8,30 臺北市,1 一般
113,1016,銘傳大學,04211039,法律學系,D 日,B 學士,419,11,96,30 臺北市,1 一般
113,1016,銘傳大學,04212024,財金法律學系,D 日,M 碩士,28,0,6,30 臺北市,1 一般
113,1016,銘傳大學,04212024,財金法律學系,D 日,B 學士,206,10,46,30 臺北市,1 一般
113,1016,銘傳大學,05121009,生物科技學系,D 日,M 碩士,14,0,4,30 臺北市,1 一般
113,1016,銘傳大學,05121009,生物科技學系,D 日,B 學士,383,13,89,30 臺北市,1 一般
113,1016,銘傳大學,05421079,應用統計與資料科學學系,D 日,M 碩士,13,0,4,30 臺北市,1 一般
113,1016,銘傳大學,05421079,應用統計與資料科學學系,D 日,B 學士,224,9,81,30 臺北市,1 一般
113,1016,銘傳大學,06131029,資訊工程學系,D 日,M 碩士,24,0,5,30 臺北市,1 一般
113,1016,銘傳大學,06131029,資訊工程學系,D 日,B 學士,602,16,93,30 臺北市,1 一般
113,1016,銘傳大學,06131045,資訊管理學系,D 日,M 碩士,19,0,3,30 臺北市,1 一般
113,1016,銘傳大學,06131045,資訊管理學系,N 職,M 碩士,9,0,2,30 臺北市,1 一般
113,1016,銘傳大學,06131045,資訊管理學系,D 日,B 學士,633,18,134,30 臺北市,1 一般
113,1016,銘傳大學,06132101,人工智慧應用學系,D 日,M 碩士,15,0,7,30 臺北市,1 一般
113,1016,銘傳大學,06132101,人工智慧應用學系,D 日,B 學士,402,11,67,30 臺北市,1 一般
113,1016,銘傳大學,06134068,資訊科技應用學士學位學程,D 日,,0,1,0,30 臺北市,1 一般
113,1016,銘傳大學,06134068,資訊科技應用學士學位學程,D 日,B 學士,1,0,6,30 臺北市,1 一般
113,1016,銘傳大學,06134096,資訊科技應用與管理學士學位學程,D 日,B 學士,79,2,21,30 臺北市,1 一般
113,1016,銘傳大學,07141025,電子工程學系,D 日,M 碩士,15,0,3,30 臺北市,1 一般
113,1016,銘傳大學,07141025,電子工程學系,D 日,B 學士,339,10,71,30 臺北市,1 一般
113,1016,銘傳大學,07141050,電腦與通訊工程學系,D 日,M 碩士,18,0,10,30 臺北市,1 一般
113,1016,銘傳大學,07141050,電腦與通訊工程學系,D 日,B 學士,361,11,78,30 臺北市,1 一般
113,1016,銘傳大學,07141105,半導體應用學士學位學程,D 日,B 學士,41,1,0,30 臺北市,1 一般
113,1016,銘傳大學,07193043,生物醫學工程學系,D 日,B 學士,183,7,42,30 臺北市,1 一般
113,1016,銘傳大學,07311026,建築學系,D 日,M 碩士,14,0,2,30 臺北市,1 一般
113,1016,銘傳大學,07311026,建築學系,D 日,B 學士,262,9,49,30 臺北市,1 一般
113,1016,銘傳大學,07313048,都市規劃與防災學系,D 日,D 博士,6,0,0,30 臺北市,1 一般
113,1016,銘傳大學,07313048,都市規劃與防災學系,D 日,M 碩士,14,0,2,30 臺北市,1 一般
113,1016,銘傳大學,07313048,都市規劃與防災學系,N 職,M 碩士,9,1,10,30 臺北市,1 一般
113,1016,銘傳大學,07313048,都市規劃與防災學系,D 日,B 學士,172,10,32,30 臺北市,1 一般
113,1016,銘傳大學,10131044,餐旅管理學系,D 日,B 學士,428,8,112,30 臺北市,1 一般
113,1016,銘傳大學,10151008,旅遊與觀光學士學位學程,D 日,B 學士,74,2,26,30 臺北市,1 一般
113,1016,銘傳大學,10151033,觀光事業學系,D 日,M 碩士,16,0,8,30 臺北市,1 一般
113,1016,銘傳大學,10151033,觀光事業學系,N 職,M 碩士,51,0,27,30 臺北市,1 一般
113,1016,銘傳大學,10151033,觀光事業學系,D 日,B 學士,267,10,70,30 臺北市,1 一般
113,1016,銘傳大學,10152076,休閒遊憩管理學系,D 日,B 學士,248,6,45,30 臺北市,1 一般
113,1016,銘傳大學,99999Z01,通識及共同科目,D 日,,0,13,0,30 臺北市,1 一般
113,1016,銘傳大學,99999Z05,師資培育中心,D 日,,0,5,0,30 臺北市,1 一般
113,1016,銘傳大學,99999Z07,體育室,D 日,,0,11,0,30 臺北市,1 一般
113,1016,銘傳大學,99999Z08,語言中心,D 日,,0,18,0,30 臺北市,1 一般
113,1017,實踐大學,02112012,媒體傳達設計學系,D 日,M 碩士,31,0,15,30 臺北市,1 一般
113,1017,實踐大學,02112012,媒體傳達設計學系,D 日,B 學士,405,11,54,30 臺北市,1 一般
113,1017,實踐大學,02112013,電腦動畫學士學位學程,D 日,B 學士,214,5,42,30 臺北市,1 一般
113,1017,實踐大學,02112039,資訊模擬與設計學系,D 日,B 學士,254,7,66,30 臺北市,1 一般
113,1017,實踐大學,02112058,視覺特效學士學位學程,D 日,B 學士,14,2,0,30 臺北市,1 一般
113,1017,實踐大學,02121057,建築職人學士學位學程,D 日,B 學士,45,2,0,30 臺北市,1 一般
113,1017,實踐大學,02122009,時尚設計學系,D 日,B 學士,425,10,90,30 臺北市,1 一般
113,1017,實踐大學,02123014,工業產品設計學系,D 日,M 碩士,51,0,15,30 臺北市,1 一般
113,1017,實踐大學,02123014,工業產品設計學系,N 職,M 碩士,1,0,1,30 臺北市,1 一般
113,1017,實踐大學,02123014,工業產品設計學系,D 日,B 學士,255,11,39,30 臺北市,1 一般
113,1017,實踐大學,02125051,服裝設計學系,D 日,M 碩士,48,0,13,30 臺北市,1 一般
113,1017,實踐大學,02125051,服裝設計學系,N 職,M 碩士,25,0,7,30 臺北市,1 一般
113,1017,實踐大學,02125051,服裝設計學系,D 日,B 學士,541,14,102,30 臺北市,1 一般
113,1017,實踐大學,02125051,服裝設計學系,P 進,B 學士,296,0,58,30 臺北市,1 一般
113,1017,實踐大學,02125053,服飾設計與經營學系,D 日,B 學士,358,8,119,30 臺北市,1 一般
113,1017,實踐大學,02125053,服飾設計與經營學系,P 進,B 學士,7,0,13,30 臺北市,1 一般
113,1017,實踐大學,02151001,音樂學系,D 日,M 碩士,18,0,6,30 臺北市,1 一般
113,1017,實踐大學,02151001,音樂學系,D 日,B 學士,146,9,28,30 臺北市,1 一般
113,1017,實踐大學,02311004,應用外語學系,D 日,B 學士,347,8,82,30 臺北市,1 一般
113,1017,實踐大學,02311004,應用外語學系,P 進,B 學士,51,0,36,30 臺北市,1 一般
113,1017,實踐大學,02311005,應用英語學系,D 日,B 學士,47,3,30,30 臺北市,1 一般
113,1017,實踐大學,02311006,應用日文學系,D 日,B 學士,304,7,53,30 臺北市,1 一般
113,1017,實踐大學,02322002,應用中文學系,D 日,B 學士,43,3,28,30 臺北市,1 一般
113,1017,實踐大學,03131045,家庭研究與兒童發展學系家庭諮商與輔導碩士班,D 日,M 碩士,55,0,14,30 臺北市,1 一般
113,1017,實踐大學,04111019,會計學系,D 日,B 學士,306,7,80,30 臺北市,1 一般
113,1017,實踐大學,04111020,會計暨稅務學系,D 日,B 學士,92,7,44,30 臺北市,1 一般
113,1017,實踐大學,04121029,財務金融學系,D 日,M 碩士,9,0,7,30 臺北市,1 一般
113,1017,實踐大學,04121029,財務金融學系,D 日,B 學士,412,11,95,30 臺北市,1 一般
113,1017,實踐大學,04121029,財務金融學系,P 進,B 學士,59,0,21,30 臺北市,1 一般
113,1017,實踐大學,04121032,金融管理學系,D 日,B 學士,189,7,48,30 臺北市,1 一般
113,1017,實踐大學,04123033,風險管理與保險學系,D 日,B 學士,373,8,76,30 臺北市,1 一般
113,1017,實踐大學,04123033,風險管理與保險學系,P 進,B 學士,0,0,1,30 臺北市,1 一般
113,1017,實踐大學,04131021,企業管理學系,D 日,M 碩士,21,0,5,30 臺北市,1 一般
113,1017,實踐大學,04131021,企業管理學系,N 職,M 碩士,17,0,12,30 臺北市,1 一般
113,1017,實踐大學,04131021,企業管理學系,D 日,B 學士,438,11,89,30 臺北市,1 一般
113,1017,實踐大學,04131021,企業管理學系,P 進,B 學士,150,0,74,30 臺北市,1 一般
113,1017,實踐大學,04131022,國際企業管理學系,D 日,B 學士,156,7,51,30 臺北市,1 一般
113,1017,實踐大學,04131023,國際企業英語碩士學位學程,D 日,M 碩士,16,0,7,30 臺北市,1 一般
113,1017,實踐大學,04131023,國際企業英語學士學位學程,D 日,B 學士,170,5,44,30 臺北市,1 一般
113,1017,實踐大學,04131056,東南亞智慧商務學士學位學程,D 日,B 學士,21,2,0,30 臺北市,1 一般
113,1017,實踐大學,04141026,國際貿易學系,D 日,B 學士,49,3,22,30 臺北市,1 一般
113,1017,實踐大學,04141028,國際經營與貿易學系,D 日,B 學士,402,8,100,30 臺北市,1 一般
113,1017,實踐大學,04141028,國際經營與貿易學系,P 進,B 學士,4,0,16,30 臺北市,1 一般
113,1017,實踐大學,04143035,行銷管理學系,D 日,B 學士,45,5,52,30 臺北市,1 一般
